iter	Passed	Remaining
1662	40947	32920
1663	40970	32894
1664	40994	32869
1665	41017	32843
1666	41043	32820
1667	41067	32795
1668	41093	32771
1669	41116	32745
1670	41141	32721
1671	41164	32695
1672	41188	32669
1673	41212	32644
1674	41237	32620
1675	41261	32595
1676	41285	32570
1677	41307	32544
1678	41331	32518
1679	41355	32493
1680	41378	32467
1681	41402	32442
1682	41427	32418
1683	41452	32393
1684	41475	32367
1685	41499	32343
1686	41524	32318
1687	41545	32291
1688	41568	32265
1689	41594	32241
1690	41616	32215
1691	41642	32191
1692	41666	32166
1693	41689	32141
1694	41714	32116
1695	41741	32093
1696	41764	32067
1697	41789	32043
1698	41813	32018
1699	41836	31992
1700	41861	31968
1701	41884	31942
1702	41909	31917
1703	41933	31893
1704	41959	31869
1705	41984	31845
1706	42008	31819
1707	42031	31794
1708	42055	31769
1709	42080	31745
1710	42105	31720
1711	42130	31695
1712	42153	31670
1713	42178	31645
1714	42202	31620
1715	42226	31595
1716	42252	31572
1717	42277	31548
1718	42299	31521
1719	42324	31497
1720	42349	31472
1721	42373	31447
1722	42396	31422
1723	42421	31398
1724	42447	31374
1725	42474	31351
1726	42499	31326
1727	42525	31303
1728	42549	31278
1729	42573	31253
1730	42600	31230
1731	42624	31205
1732	42649	31180
1733	42672	31155
1734	42697	31131
1735	42721	31105
1736	42746	31081
1737	42771	31057
1738	42796	31033
1739	42821	31008
1740	42845	30983
1741	42869	30958
1742	42893	30933
1743	42919	30910
1744	42943	30885
1745	42970	30861
1746	42993	30836
1747	43018	30811
1748	43043	30787
1749	43068	30762
1750	43094	30739
1751	43119	30715
1752	43143	30689
1753	43166	30664
1754	43191	30639
1755	43214	30614
1756	43239	30590
1757	43265	30566
1758	43289	30541
1759	43313	30516
1760	43338	30491
1761	43362	30466
1762	43385	30441
1763	43410	30417
1764	43434	30391
1765	43459	30367
1766	43481	30341
1767	43505	30316
1768	43530	30291
1769	43554	30266
1770	43577	30240
1771	43599	30214
1772	43622	30189
1773	43647	30164
1774	43671	30139
1775	43697	30115
1776	43718	30088
1777	43744	30065
1778	43768	30040
1779	43793	30015
1780	43818	29991
1781	43842	29966
1782	43867	29942
1783	43890	29916
1784	43916	29892
1785	43942	29869
1786	43970	29846
1787	43996	29823
1788	44023	29799
1789	44049	29776
1790	44076	29753
1791	44101	29729
1792	44129	29706
1793	44156	29683
1794	44178	29657
1795	44202	29632
1796	44227	29607
1797	44249	29581
1798	44274	29557
1799	44298	29532
1800	44323	29507
1801	44346	29482
1802	44370	29457
1803	44395	29432
1804	44419	29408
1805	44443	29382
1806	44468	29358
1807	44492	29333
1808	44516	29308
1809	44542	29284
1810	44567	29260
1811	44591	29235
1812	44613	29209
1813	44638	29184
1814	44663	29160
1815	44689	29136
1816	44716	29113
1817	44744	29091
1818	44769	29067
1819	44792	29041
1820	44818	29017
1821	44843	28993
1822	44867	28968
1823	44890	28942
1824	44913	28917
1825	44937	28891
1826	44962	28867
1827	44986	28842
1828	45010	28817
1829	45034	28792
1830	45057	28766
1831	45080	28741
1832	45105	28716
1833	45132	28693
1834	45156	28668
1835	45178	28642
1836	45201	28616
1837	45223	28590
1838	45245	28564
1839	45267	28538
1840	45289	28511
1841	45313	28487
1842	45338	28462
1843	45361	28437
1844	45384	28411
1845	45408	28386
1846	45431	28360
1847	45456	28336
1848	45479	28311
1849	45502	28285
1850	45525	28259
1851	45549	28234
1852	45573	28209
1853	45597	28184
1854	45619	28158
1855	45642	28132
1856	45667	28108
1857	45692	28084
1858	45715	28059
1859	45738	28033
1860	45762	28008
1861	45786	27983
1862	45807	27956
1863	45831	27931
1864	45853	27905
1865	45875	27879
1866	45896	27852
1867	45918	27826
1868	45943	27801
1869	45965	27776
1870	45988	27750
1871	46014	27726
1872	46037	27701
1873	46060	27675
1874	46083	27650
1875	46107	27625
1876	46132	27600
1877	46155	27575
1878	46179	27550
1879	46202	27525
1880	46225	27499
1881	46250	27474
1882	46272	27448
1883	46294	27422
1884	46317	27397
1885	46340	27372
1886	46362	27345
1887	46385	27320
1888	46409	27295
1889	46431	27269
1890	46454	27243
1891	46476	27217
1892	46499	27192
1893	46525	27168
1894	46555	27147
1895	46579	27122
1896	46602	27096
1897	46625	27071
1898	46649	27046
1899	46674	27021
1900	46698	26997
1901	46720	26971
1902	46743	26945
1903	46766	26920
1904	46789	26894
1905	46811	26868
1906	46835	26843
1907	46858	26818
1908	46882	26793
1909	46904	26767
1910	46929	26743
1911	46952	26717
1912	46990	26700
1913	47013	26675
1914	47037	26650
1915	47062	26626
1916	47084	26600
1917	47109	26575
1918	47133	26551
1919	47157	26525
1920	47180	26500
1921	47203	26475
1922	47226	26450
1923	47249	26424
1924	47273	26399
1925	47298	26374
1926	47319	26348
1927	47343	26323
1928	47366	26298
1929	47388	26272
1930	47411	26246
1931	47432	26220
1932	47454	26194
1933	47477	26169
1934	47500	26143
1935	47523	26118
1936	47548	26094
1937	47572	26069
1938	47595	26043
1939	47625	26022
1940	47651	25998
1941	47678	25975
1942	47703	25951
1943	47730	25927
1944	47752	25901
1945	47777	25877
1946	47817	25861
1947	47840	25835
1948	47865	25811
1949	47889	25786
1950	47915	25762
1951	47942	25739
1952	47967	25715
1953	47992	25691
1954	48015	25665
1955	48040	25641
1956	48067	25617
1957	48093	25593
1958	48124	25572
1959	48146	25546
1960	48169	25521
1961	48192	25496
1962	48215	25471
1963	48241	25447
1964	48265	25422
1965	48290	25397
1966	48314	25373
1967	48341	25349
1968	48363	25324
1969	48386	25298
1970	48407	25272
1971	48428	25245
1972	48451	25220
1973	48477	25196
1974	48500	25171
1975	48524	25146
1976	48546	25120
1977	48569	25094
1978	48591	25069
1979	48615	25044
1980	48638	25018
1981	48662	24994
1982	48686	24969
1983	48709	24944
1984	48734	24919
1985	48760	24895
1986	48784	24871
1987	48809	24846
1988	48833	24822
1989	48856	24796
1990	48879	24771
1991	48902	24745
1992	48928	24722
1993	48950	24696
1994	48974	24671
1995	48998	24646
1996	49022	24621
1997	49047	24597
1998	49073	24573
1999	49100	24550
2000	49124	24525
2001	49149	24500
2002	49173	24476
2003	49197	24451
2004	49221	24426
2005	49244	24401
2006	49270	24377
2007	49295	24353
2008	49318	24328
2009	49341	24302
2010	49362	24276
2011	49384	24250
2012	49408	24225
2013	49432	24200
2014	49456	24175
2015	49480	24151
2016	49504	24126
2017	49528	24101
2018	49551	24076
2019	49592	24059
2020	49644	24048
2021	49686	24032
2022	49715	24009
2023	49738	23984
2024	49762	23959
2025	49788	23936
2026	49814	23912
2027	49838	23887
2028	49861	23861
2029	49886	23837
2030	49909	23811
2031	49929	23785
2032	49951	23759
2033	49975	23734
2034	50000	23710
2035	50023	23685
2036	50048	23660
2037	50069	23634
2038	50092	23608
2039	50117	23584
2040	50140	23559
2041	50163	23533
2042	50185	23508
2043	50207	23482
2044	50231	23457
2045	50254	23432
2046	50277	23406
2047	50301	23382
2048	50324	23357
2049	50349	23332
2050	50371	23307
2051	50394	23281
2052	50416	23255
2053	50439	23230
2054	50463	23205
2055	50486	23180
2056	50510	23155
2057	50534	23131
2058	50558	23106
2059	50582	23081
2060	50605	23056
2061	50629	23031
2062	50654	23006
2063	50675	22980
2064	50697	22955
2065	50721	22930
2066	50744	22904
2067	50766	22879
2068	50789	22853
2069	50813	22829
2070	50836	22804
2071	50860	22779
2072	50883	22754
2073	50907	22729
2074	50930	22703
2075	50954	22678
2076	50979	22654
2077	51004	22630
2078	51029	22606
2079	51050	22580
2080	51073	22554
2081	51098	22530
2082	51122	22505
2083	51148	22481
2084	51172	22456
2085	51196	22432
2086	51219	22406
2087	51244	22382
2088	51270	22358
2089	51292	22333
2090	51316	22308
2091	51339	22283
2092	51363	22258
2093	51388	22233
2094	51412	22209
2095	51437	22184
2096	51461	22159
2097	51484	22135
2098	51509	22110
2099	51533	22085
2100	51557	22061
2101	51580	22035
2102	51602	22010
2103	51626	21985
2104	51654	21962
2105	51679	21938
2106	51703	21913
2107	51727	21888
2108	51751	21863
2109	51775	21838
2110	51796	21812
2111	51817	21786
2112	51838	21760
2113	51862	21736
2114	51886	21711
2115	51909	21686
2116	51933	21661
2117	51957	21636
2118	51977	21610
2119	52002	21585
2120	52025	21560
2121	52050	21536
2122	52076	21512
2123	52099	21487
2124	52123	21462
2125	52148	21438
2126	52172	21413
2127	52197	21389
2128	52220	21364
2129	52244	21339
2130	52268	21314
2131	52292	21289
2132	52316	21264
2133	52341	21240
2134	52366	21216
2135	52390	21191
2136	52414	21167
2137	52440	21142
2138	52463	21117
2139	52485	21092
2140	52509	21067
2141	52533	21042
2142	52557	21018
2143	52581	20993
2144	52605	20968
2145	52629	20943
2146	52655	20919
2147	52679	20895
2148	52702	20870
2149	52727	20845
2150	52750	20820
2151	52773	20795
2152	52799	20771
2153	52821	20746
2154	52845	20721
2155	52869	20696
2156	52893	20671
2157	52918	20647
2158	52942	20622
2159	52967	20598
2160	52989	20572
2161	53012	20547
2162	53037	20523
2163	53060	20498
2164	53084	20473
2165	53108	20448
2166	53131	20423
2167	53154	20398
2168	53180	20374
2169	53205	20350
2170	53228	20325
2171	53251	20300
2172	53274	20275
2173	53297	20250
2174	53321	20225
2175	53344	20200
2176	53367	20175
2177	53390	20149
2178	53415	20125
2179	53437	20100
2180	53460	20075
2181	53483	20050
2182	53508	20025
2183	53533	20001
2184	53556	19976
2185	53579	19951
2186	53604	19926
2187	53630	19903
2188	53656	19879
2189	53682	19855
2190	53707	19830
2191	53732	19806
2192	53756	19781
2193	53780	19757
2194	53804	19732
2195	53828	19707
2196	53852	19683
2197	53877	19658
2198	53902	19634
2199	53925	19609
2200	53950	19584
2201	53973	19559
2202	53998	19535
2203	54022	19510
2204	54045	19485
2205	54069	19460
2206	54093	19436
2207	54118	19411
2208	54140	19386
2209	54165	19362
2210	54189	19337
2211	54214	19313
2212	54237	19288
2213	54259	19262
2214	54282	19237
2215	54306	19213
2216	54329	19188
2217	54352	19163
2218	54377	19138
2219	54401	19114
2220	54424	19089
2221	54450	19065
2222	54475	19040
2223	54499	19015
2224	54523	18991
2225	54546	18966
2226	54570	18941
2227	54596	18917
2228	54619	18892
2229	54645	18868
2230	54668	18843
2231	54693	18819
2232	54715	18794
2233	54738	18769
2234	54763	18744
2235	54787	18719
2236	54811	18695
2237	54833	18669
2238	54857	18645
2239	54881	18620
2240	54904	18595
2241	54930	18571
2242	54954	18546
2243	54980	18522
2244	55004	18498
2245	55029	18473
2246	55052	18448
2247	55075	18423
2248	55098	18398
2249	55122	18374
2250	55145	18349
2251	55169	18324
2252	55193	18299
2253	55217	18275
2254	55240	18250
2255	55263	18225
2256	55288	18200
2257	55310	18175
2258	55332	18150
2259	55354	18125
2260	55378	18100
2261	55400	18075
2262	55425	18050
2263	55447	18025
2264	55471	18000
2265	55495	17975
2266	55519	17951
2267	55542	17926
2268	55566	17901
2269	55588	17876
2270	55612	17851
2271	55636	17827
2272	55658	17801
2273	55681	17776
2274	55703	17751
2275	55727	17726
2276	55750	17701
2277	55773	17677
2278	55796	17652
2279	55819	17627
2280	55843	17602
2281	55866	17577
2282	55889	17552
2283	55912	17527
2284	55934	17502
2285	55958	17477
2286	55981	17452
2287	56003	17427
2288	56026	17402
2289	56049	17377
2290	56071	17352
2291	56095	17327
2292	56118	17302
2293	56143	17278
2294	56166	17253
2295	56190	17229
2296	56214	17204
2297	56237	17179
2298	56259	17154
2299	56283	17129
2300	56305	17104
2301	56326	17078
2302	56349	17054
2303	56372	17029
2304	56395	17004
2305	56421	16980
2306	56446	16956
2307	56472	16931
2308	56496	16907
2309	56519	16882
2310	56542	16857
2311	56567	16833
2312	56591	16808
2313	56615	16784
2314	56641	16760
2315	56666	16735
2316	56688	16710
2317	56711	16685
2318	56734	16660
2319	56758	16636
2320	56782	16611
2321	56807	16587
2322	56833	16563
2323	56855	16537
2324	56878	16513
2325	56902	16488
2326	56926	16463
2327	56950	16439
2328	56974	16414
2329	56998	16390
2330	57021	16365
2331	57046	16341
2332	57070	16316
2333	57094	16291
2334	57115	16266
2335	57138	16241
2336	57161	16216
2337	57184	16191
2338	57208	16167
2339	57231	16142
2340	57255	16117
2341	57279	16093
2342	57301	16067
2343	57324	16043
2344	57346	16017
2345	57370	15993
2346	57395	15968
2347	57417	15943
2348	57441	15919
2349	57466	15894
2350	57489	15870
2351	57514	15845
2352	57538	15821
2353	57563	15796
2354	57587	15772
2355	57612	15747
2356	57636	15723
2357	57661	15699
2358	57687	15675
2359	57712	15650
2360	57737	15626
2361	57763	15602
2362	57787	15577
2363	57811	15553
2364	57835	15528
2365	57860	15504
2366	57884	15479
2367	57908	15455
2368	57931	15430
2369	57955	15405
2370	57978	15381
2371	58000	15355
2372	58022	15330
2373	58044	15305
2374	58068	15281
2375	58092	15256
2376	58114	15231
2377	58138	15206
2378	58162	15182
2379	58186	15157
2380	58210	15133
2381	58234	15108
2382	58258	15084
2383	58284	15060
2384	58307	15035
2385	58334	15011
2386	58358	14986
2387	58382	14962
2388	58406	14937
2389	58430	14913
2390	58455	14888
2391	58480	14864
2392	58505	14840
2393	58530	14815
2394	58554	14791
2395	58579	14767
2396	58605	14743
2397	58631	14718
2398	58655	14694
2399	58681	14670
2400	58706	14645
2401	58730	14621
2402	58754	14596
2403	58777	14572
2404	58803	14547
2405	58828	14523
2406	58850	14498
2407	58874	14474
2408	58898	14449
2409	58920	14424
2410	58945	14400
2411	58968	14375
2412	58992	14350
2413	59019	14326
2414	59043	14302
2415	59066	14277
2416	59087	14252
2417	59111	14227
2418	59136	14203
2419	59159	14178
2420	59182	14153
2421	59207	14129
2422	59231	14105
2423	59255	14080
2424	59279	14055
2425	59305	14031
2426	59329	14007
2427	59353	13982
2428	59377	13958
2429	59401	13933
2430	59424	13908
2431	59448	13884
2432	59472	13859
2433	59496	13835
2434	59520	13810
2435	59546	13786
2436	59570	13762
2437	59593	13737
2438	59617	13712
2439	59644	13688
2440	59666	13663
2441	59690	13639
2442	59712	13614
2443	59737	13589
2444	59761	13565
2445	59783	13540
2446	59806	13515
2447	59830	13491
2448	59855	13466
2449	59877	13441
2450	59901	13417
2451	59925	13392
2452	59949	13368
2453	59973	13343
2454	59996	13318
2455	60019	13294
2456	60041	13269
2457	60064	13244
2458	60089	13220
2459	60112	13195
2460	60138	13171
2461	60163	13146
2462	60187	13122
2463	60211	13097
2464	60235	13073
2465	60259	13048
2466	60283	13024
2467	60309	13000
2468	60334	12975
2469	60360	12951
2470	60386	12927
2471	60409	12903
2472	60433	12878
2473	60457	12854
2474	60481	12829
2475	60505	12804
2476	60529	12780
2477	60554	12756
2478	60578	12731
2479	60605	12707
2480	60629	12683
2481	60656	12659
2482	60679	12634
2483	60701	12609
2484	60725	12584
2485	60747	12560
2486	60770	12535
2487	60795	12510
2488	60818	12486
2489	60842	12461
2490	60864	12436
2491	60888	12412
2492	60912	12387
2493	60934	12362
2494	60959	12338
2495	60983	12313
2496	61006	12289
2497	61032	12265
2498	61055	12240
2499	61078	12215
2500	61101	12190
2501	61122	12165
2502	61146	12141
2503	61168	12116
2504	61191	12091
2505	61212	12066
2506	61235	12041
2507	61258	12017
2508	61282	11992
2509	61307	11968
2510	61330	11943
2511	61353	11919
2512	61377	11894
2513	61400	11869
2514	61422	11844
2515	61447	11820
2516	61472	11796
2517	61495	11771
2518	61519	11747
2519	61542	11722
2520	61566	11697
2521	61593	11674
2522	61622	11650
2523	61647	11626
2524	61671	11601
2525	61698	11577
2526	61721	11552
2527	61743	11528
2528	61769	11503
2529	61791	11479
2530	61814	11454
2531	61837	11429
2532	61860	11404
2533	61883	11380
2534	61905	11355
2535	61928	11330
2536	61953	11306
2537	61978	11282
2538	62002	11257
2539	62025	11232
2540	62049	11208
2541	62074	11184
2542	62098	11159
2543	62123	11135
2544	62146	11110
2545	62168	11085
2546	62192	11061
2547	62216	11036
2548	62242	11012
2549	62267	10988
2550	62292	10964
2551	62318	10939
2552	62343	10915
2553	62367	10891
2554	62392	10866
2555	62417	10842
2556	62441	10817
2557	62466	10793
2558	62489	10769
2559	62512	10744
2560	62536	10719
2561	62562	10695
2562	62588	10671
2563	62614	10647
2564	62636	10622
2565	62661	10598
2566	62683	10573
2567	62706	10548
2568	62729	10524
2569	62752	10499
2570	62774	10474
2571	62798	10450
2572	62823	10425
2573	62848	10401
2574	62870	10376
2575	62895	10352
2576	62919	10327
2577	62944	10303
2578	62967	10278
2579	62992	10254
2580	63017	10230
2581	63041	10205
2582	63065	10181
2583	63089	10156
2584	63114	10132
2585	63140	10108
2586	63166	10084
2587	63190	10059
2588	63213	10035
2589	63240	10011
2590	63266	9986
2591	63292	9962
2592	63318	9938
2593	63343	9914
2594	63368	9889
2595	63391	9865
2596	63416	9840
2597	63439	9816
2598	63462	9791
2599	63485	9766
2600	63508	9742
2601	63532	9717
2602	63556	9693
2603	63581	9669
2604	63604	9644
2605	63628	9619
2606	63651	9595
2607	63675	9570
2608	63698	9546
2609	63724	9522
2610	63750	9497
2611	63772	9473
2612	63797	9448
2613	63820	9424
2614	63845	9399
2615	63867	9374
2616	63889	9350
2617	63912	9325
2618	63934	9300
2619	63959	9276
2620	63984	9252
2621	64008	9227
2622	64032	9203
2623	64055	9178
2624	64080	9154
2625	64103	9129
2626	64126	9105
2627	64150	9080
2628	64174	9056
2629	64199	9031
2630	64223	9007
2631	64246	8982
2632	64271	8958
2633	64296	8934
2634	64321	8909
2635	64345	8885
2636	64370	8861
2637	64396	8836
2638	64420	8812
2639	64444	8787
2640	64469	8763
2641	64493	8739
2642	64518	8714
2643	64542	8690
2644	64567	8665
2645	64590	8641
2646	64615	8616
2647	64641	8592
2648	64665	8568
2649	64690	8544
2650	64717	8519
2651	64741	8495
2652	64764	8470
2653	64789	8446
2654	64813	8422
2655	64838	8397
2656	64862	8373
2657	64885	8348
2658	64908	8324
2659	64933	8299
2660	64955	8275
2661	64978	8250
2662	65001	8225
2663	65024	8201
2664	65047	8176
2665	65072	8152
2666	65096	8127
2667	65123	8103
2668	65146	8079
2669	65169	8054
2670	65193	8030
2671	65217	8005
2672	65241	7981
2673	65266	7956
2674	65290	7932
2675	65315	7908
2676	65338	7883
2677	65361	7858
2678	65384	7834
2679	65407	7809
2680	65429	7785
2681	65454	7760
2682	65483	7736
2683	65509	7712
2684	65534	7688
2685	65559	7664
2686	65581	7639
2687	65604	7614
2688	65627	7590
2689	65649	7565
2690	65673	7541
2691	65697	7516
2692	65719	7491
2693	65742	7467
2694	65765	7442
2695	65789	7418
2696	65813	7393
2697	65838	7369
2698	65863	7345
2699	65886	7320
2700	65908	7296
2701	65932	7271
2702	65955	7247
2703	65979	7222
2704	66004	7198
2705	66027	7173
2706	66051	7149
2707	66077	7125
2708	66102	7100
2709	66126	7076
2710	66151	7051
2711	66176	7027
2712	66203	7003
2713	66225	6978
2714	66249	6954
2715	66270	6929
2716	66293	6905
2717	66317	6880
2718	66341	6856
2719	66364	6831
2720	66387	6807
2721	66412	6782
2722	66433	6757
2723	66457	6733
2724	66479	6708
2725	66502	6684
2726	66527	6660
2727	66553	6635
2728	66576	6611
2729	66599	6586
2730	66623	6562
2731	66646	6537
2732	66671	6513
2733	66693	6488
2734	66716	6464
2735	66739	6439
2736	66760	6415
2737	66784	6390
2738	66806	6365
2739	66829	6341
2740	66853	6317
2741	66875	6292
2742	66899	6268
2743	66923	6243
2744	66947	6219
2745	66971	6194
2746	66994	6170
2747	67016	6145
2748	67041	6121
2749	67066	6096
2750	67091	6072
2751	67114	6048
2752	67138	6023
2753	67160	5999
2754	67184	5974
2755	67207	5950
2756	67232	5925
2757	67255	5901
2758	67279	5876
2759	67303	5852
2760	67327	5828
2761	67352	5803
2762	67377	5779
2763	67400	5754
2764	67424	5730
2765	67449	5706
2766	67474	5681
2767	67498	5657
2768	67523	5633
2769	67547	5608
2770	67571	5584
2771	67594	5559
2772	67619	5535
2773	67643	5510
2774	67667	5486
2775	67691	5462
2776	67714	5437
2777	67735	5413
2778	67758	5388
2779	67781	5363
2780	67804	5339
2781	67828	5315
2782	67851	5290
2783	67876	5266
2784	67898	5241
2785	67921	5217
2786	67945	5192
2787	67967	5168
2788	67990	5143
2789	68015	5119
2790	68037	5094
2791	68060	5070
2792	68082	5045
2793	68105	5021
2794	68127	4996
2795	68150	4972
2796	68171	4947
2797	68193	4923
2798	68215	4898
2799	68237	4874
2800	68260	4849
2801	68283	4825
2802	68307	4800
2803	68331	4776
2804	68354	4751
2805	68376	4727
2806	68399	4702
2807	68424	4678
2808	68447	4654
2809	68470	4629
2810	68492	4605
2811	68516	4580
2812	68540	4556
2813	68562	4531
2814	68584	4507
2815	68606	4482
2816	68627	4458
2817	68650	4433
2818	68675	4409
2819	68699	4385
2820	68723	4360
2821	68745	4336
2822	68768	4311
2823	68791	4287
2824	68815	4262
2825	68838	4238
2826	68861	4213
2827	68884	4189
2828	68907	4165
2829	68930	4140
2830	68954	4116
2831	68978	4091
2832	69002	4067
2833	69026	4043
2834	69049	4018
2835	69071	3994
2836	69095	3969
2837	69117	3945
2838	69139	3920
2839	69161	3896
2840	69185	3872
2841	69207	3847
2842	69230	3823
2843	69254	3798
2844	69279	3774
2845	69302	3750
2846	69325	3725
2847	69348	3701
2848	69372	3676
2849	69396	3652
2850	69420	3628
2851	69445	3603
2852	69469	3579
2853	69492	3554
2854	69519	3530
2855	69545	3506
2856	69570	3482
2857	69594	3457
2858	69618	3433
2859	69644	3409
2860	69667	3384
2861	69690	3360
2862	69715	3336
2863	69739	3311
2864	69765	3287
2865	69790	3263
2866	69814	3238
2867	69838	3214
2868	69860	3189
2869	69882	3165
2870	69906	3141
2871	69929	3116
2872	69952	3092
2873	69975	3067
2874	69998	3043
2875	70022	3019
2876	70046	2994
2877	70069	2970
2878	70093	2945
2879	70115	2921
2880	70138	2897
2881	70162	2872
2882	70185	2848
2883	70207	2823
2884	70231	2799
2885	70254	2775
2886	70279	2750
2887	70302	2726
2888	70325	2702
2889	70348	2677
2890	70370	2653
2891	70395	2628
2892	70419	2604
2893	70444	2580
2894	70468	2555
2895	70492	2531
2896	70515	2507
2897	70540	2482
2898	70563	2458
2899	70586	2434
2900	70609	2409
2901	70632	2385
2902	70658	2360
2903	70681	2336
2904	70704	2312
2905	70727	2287
2906	70751	2263
2907	70777	2239
2908	70803	2214
2909	70828	2190
2910	70850	2166
2911	70877	2141
2912	70899	2117
2913	70924	2093
2914	70947	2068
2915	70979	2044
2916	71001	2020
2917	71022	1995
2918	71048	1971
2919	71074	1947
2920	71099	1922
2921	71124	1898
2922	71146	1874
2923	71170	1849
2924	71192	1825
2925	71216	1801
2926	71237	1776
2927	71261	1752
2928	71283	1727
2929	71306	1703
2930	71328	1679
2931	71352	1654
2932	71376	1630
2933	71399	1606
2934	71423	1581
2935	71448	1557
2936	71472	1533
2937	71497	1508
2938	71524	1484
2939	71548	1460
2940	71571	1435
2941	71595	1411
2942	71618	1387
2943	71641	1362
2944	71665	1338
2945	71688	1314
2946	71712	1289
2947	71736	1265
2948	71759	1241
2949	71783	1216
2950	71805	1192
2951	71828	1167
2952	71851	1143
2953	71874	1119
2954	71897	1094
2955	71920	1070
2956	71943	1046
2957	71967	1021
2958	71991	997
2959	72013	973
2960	72036	948
2961	72060	924
2962	72083	900
2963	72107	875
2964	72130	851
2965	72153	827
2966	72178	802
2967	72199	778
2968	72223	754
2969	72246	729
2970	72278	705
2971	72300	681
2972	72324	656
2973	72348	632
2974	72371	608
2975	72396	583
2976	72420	559
2977	72443	535
2978	72467	510
2979	72492	486
2980	72516	462
2981	72540	437
2982	72565	413
2983	72590	389
2984	72615	364
2985	72638	340
2986	72663	316
2987	72687	291
2988	72710	267
2989	72734	243
2990	72758	218
2991	72781	194
2992	72805	170
2993	72831	145
2994	72858	121
2995	72882	97
2996	72906	72
2997	72929	48
2998	72953	24
2999	72975	0
